domain_id	specificity
CAG69514.1.A1	2,3-dihydroxybenzoic acid
CAG69516.1.A1	serine|threonine
CAH37575.1.A1	phenylpyruvic acid
CAI59268.1.A1	valine
CAI59268.1.A2	leucine
CAI59268.1.A3	proline
CAI94718.1.A2	tyrosine
CAJ18237.2.A1	aspartic acid|asparagine
CAJ18237.2.A2	pipecolic acid
CAJ21198.2.A1|Q0W980.A1	leucine
CAJ34374.1.A1	cysteine
CAJ34374.1.A2	glycine
CAJ34375.1.A1	cysteine
CAJ34375.1.A2	cysteine
CAJ45636.1.A1	2,3-dihydroxybenzoic acid
CAJ45639.1.A1	arginine
CAJ45639.1.A2	serine
CAJ46691.1.A1|Q0VZ71.A1	alanine
CAJ46692.1.A1	tryptophan
CAJ46692.1.A2	R-beta-tyrosine|tyrosine
CAJ76286.1.A1	asparagine
CAJ76289.1.A1|CAJ76290.1.A2	cysteine
CAJ76290.1.A1	glycine
CAJ76292.1.A1	serine
CAJ76292.1.A2	S-adenosylmethionine
CAJ76298.1.A1	alanine
CAJ77695.1.A1	phenylalanine
CAJ77695.1.A2	threonine
CAJ77696.1.A1	alanine
CAJ77696.1.A2	alaninol
CAJ77715.1.A1	phenylalanine
CAJ77715.1.A2	threonine
CAJ77716.1.A1	alanine
CAJ77716.1.A2	alaninol
CAJ88610.1.A1	guanidinoacetic acid
CAJ88630.1.A1	4-acetamidopyrrole-2-carboxylic acid
CAJ96468.1.A1	glycine
CAJ96470.1.A1	N5-hydroxyornithine
CAJ96471.1.A1	aspartic acid
CAJ96472.1.A1	aspartic acid
CAJ96472.1.A2	2,4-diaminobutyric acid
CAK15814.1.A1	valine
CAK15814.1.A2	leucine|isoleucine
CAK15814.1.A3	serine
CAK15814.1.A4	leucine|isoleucine
CAK15815.1.A1	glutamine
CAK15815.1.A2	valine
CAK15815.1.A3	leucine|isoleucine
CAK15815.1.A4	glutamine
CAK15815.1.A5	valine
CAK15815.1.A6	leucine|isoleucine
CAK15815.1.A7	glutamine
CAK15815.1.A8	serine
CAL69597.1.A1	tyrosine
CAM56770.1.A1	3S-methylaspartic acid
CAM56770.1.A2	aspartic acid
CAM56770.1.A3	glycine
CAM56770.1.A4	aspartic acid
CAM56770.1.A5	glycine
CAM56770.1.A6	2,4-diaminobutyric acid
CAM56771.1.A1	valine
CAM56771.1.A2	proline
CAM59606.1.A1	2-carboxy-6-hydroxyoctahydroindole
CAN89638.1.A1	beta-alanine
CAP20363.1.A1	salicylic acid
CAP20364.1.A1	cysteine
CAP93139.1.A1	tyrosine|phenylalanine
CAP93139.1.A2	isoleucine|valine
CAP93139.1.A3	phenylalanine|tryptophan
CAP93139.1.A4	valine
CAP96445.1.A1	tryptophan
CAP96445.1.A2	histidine
CAQ18831.1.A1	serine
CAQ71827.1.A1	aspartic acid
CAQ71828.1.A1	threonine
CAQ71828.1.A2	aspartic acid
CAQ71829.1.A1	N5-hydroxyornithine
CAQ71829.1.A2	serine
CAQ71829.1.A3	N5-hydroxyornithine
CAY48788.1.A1	threonine
CAY48788.1.A2	valine
CAY48788.1.A3	leucine
CAY48788.1.A4	serine
CAY48789.1.A1	leucine
CAY48789.1.A2	serine
CAY48789.1.A3	isoleucine
CBA63660.1.A1	2,3-dihydroxybenzoic acid
CBA63680.1.A1|D2TVG0.A1	arginine
CBA63680.1.A2|D2TVG0.A2	threonine
CBF73453.1.A1	serine
CBF73453.1.A2	threonine
CBF73453.1.A3	isoleucine
CBF73453.1.A4	2S-aminooctanoic acid
CBF73453.1.A5	asparagine
CBF73453.1.A6	2S-aminododecanoic acid
CBF76036.1.A1	asparagine
CBF76036.1.A2	glutamine
CBF76038.1.A1	leucine
CBF77087.1.A1	tryptophan
CBF80711.1.A1	indole pyruvic acid
CBF82791.1.A1	phenylpyruvic acid
CBF87869.1.A1	phenylalanine
CBF87869.1.A2	valine
CBF87869.1.A3	kynurenine
CBF87869.1.A4	valine
CBG67531.1.A1	allo-threonine
CBG67541.1.A1	citrulline
CBG67541.1.A2	2,4-diaminobutyric acid
CBG67541.1.A3	3-hydroxyasparagine
CBG67541.1.A4	asparagine
CBG75492.1.A1	N5-formyl-N5-hydroxyornithine
CBG75492.1.A2	serine
CBG75492.1.A3	N5-hydroxyornithine
CBG75492.1.A4	ornithine
CBG75492.1.A5	N5-hydroxyornithine
CBJ79718.1.A1	arginine
CBJ79915.1.A1	leucine
CBJ79915.1.A2	leucine
CBJ79915.1.A3|CBJ79916.1.A2	alanine
CBJ79916.1.A1	threonine
CBJ79916.1.A3	leucine
CBJ79916.1.A4	leucine
CBJ90082.1.A1	valine
CBJ90082.1.A2	leucine
CBJ90082.1.A3	valine
CBJ90082.1.A4	valine
CBJ90287.1.A1|WP_013184317.1.A1	leucine|valine
CBJ90288.1.A1|WP_013184318.1.A1	valine|leucine
CBJ90289.1.A1|WP_013184319.1.A1	valine
CBK62746.1.A1	cysteine
CBL93716.1.A1	pipecolic acid|proline|3S-hydroxypipecolic acid|D-pipecolic acid
CBL93718.1.A1	4S,5-dihydroxy-2S-aminopentanoic acid|ornithine
CBL93718.1.A2	histidine
CBL93720.1.A1	histidine|3S-hydroxy-6-chlorohistidine
CBL93723.1.A1	histidine
CBW54672.1.A1	S-beta-hydroxycyclohex-2S-enylalanine
CBW75451.1.A1|QIH29229.1.A1	serine
CBW75451.1.A2|QIH29229.1.A2	tyrosine
CBW75451.1.A3|QIH29229.1.A3	tyrosine
CBW75452.1.A1|QIH29228.1.A4	valine
CBW75452.1.A2|QIH29228.1.A5	threonine
CBW75453.1*CBW75452.1.A3	valine
CBW75453.1.A1|QIH29228.1.A1	valine
CBW75453.1.A2|QIH29228.1.A2	proline
CBW75455.1.A1|QIH29226.1.A1	proline
CBZ42140.1.A1	threonine
CBZ42143.1.A1	valine
CBZ42145.1.A1	2-ketoisovaleric acid
CBZ42146.1.A1	piperazic acid
CBZ42146.1.A2	leucine
CBZ42146.1.A3	tryptophan
CCA29202.1.A1	glycine
CCA29202.1.A2	cysteine
CCA29203.1.A1	serine
CCA29203.1.A2	cysteine
CCA29203.1.A3	glycine
CCA53797.1.A1	salicylic acid
CCA53799.1.A1	cysteine
CCA53804.1.A1	cysteine
CCA89326.1.A1	glycine
CCA89328.1.A1	serine
CCB53264.1.A1	valine
CCB53264.1.A2	tryptophan
CCB53266.1.A1	leucine
CCB53267.1.A1	valine
CCB53269.1.A1	cysteine
CCC55921.1.A1	cysteine
CCC55922.1.A1	leucine
CCE28989.1.A1|sp_M1WCQ3.1_TCPP_CLAP2.A1	tyrosine
CCE28989.1.A2|sp_M1WCQ3.1_TCPP_CLAP2.A2	glycine
CCE30237.1.A1	alanine
CCJ67636.1.A1	threonine
CCJ67636.1.A2	proline
CCJ67636.1.A3	serine
CCJ67637.1.A1	leucine
CCJ67637.1.A2	valine
CCJ67637.1.A3	serine
CCJ67638.1.A1	leucine
CCJ67638.1.A2	valine
CCJ67638.1.A3	valine
CCJ67639.1.A1	glutamine
CCJ67639.1.A2	leucine
CCJ67639.1.A3	valine
CCJ67640.1.A1	threonine
CCJ67640.1.A2	threonine
CCJ67640.1.A3	leucine
CCJ67640.1.A4	homoserine
CCJ67640.1.A5	2,4-diaminobutyric acid
CCJ67640.1.A6	lysine
CCJ67645.1.A1	threonine
CCJ67646.1.A1	threonine
CCJ67646.1.A2	tyrosine
CCJ67647.1.A1	threonine
CCJ67647.1.A2	glutamine
CCJ67647.1.A3	glycine
CCJ67648.1.A1	allo-threonine
CCJ67648.1.A2	histidine
CCM44336.1.A1	aspartic acid
CCM44336.1.A2	histidine
CCM44336.1.A3	asparagine
CCM44336.1.A4	asparagine
CCM44337.1.A1	threonine
CCM44337.1.A2	valine
CCP42824.1.A1	butyric acid|pentanoic acid
CCP42826.1.A1	lysine
CCP42826.1.A2	phenylalanine
CCP45167.1.A1|O05819.A1	N6-hydroxylysine
CCT73878.1.A1	2R-hydroxyisovaleric acid
CCT73878.1.A2	phenylalanine
CDF96614.1.A1	serine
CDF96614.1.A2	proline
CDG12864.1.A1	serine
CDG12864.1.A2	cysteine
CDG12864.1.A3	glycine
CDG12865.1.A1	glycine
CDG12865.1.A2	cysteine
CDG17980.1.A1	proline
CDG17980.1.A2	alanine|glycine
CDG17980.1.A3	valine
CDG17980.1.A4	leucine
CDG17980.1.A5	isoleucine|valine
CDG17980.1.A6	threonine
CDG17980.1.A7	valine
CDG17981.1.A1	leucine|isoleucine|valine
CDG17981.1.A2	valine
CDG17982.1.A1	alanine
CDG17982.1.A2	beta-alanine
CDG17982.1.A3	proline
CDG17982.1.A4	valine
CDG76957.1.A1	2,3-dihydroxybenzoic acid
CDG76959.1.A1	proline
CDN62030.1.A1	valine
CEO59272.1.A1	phenylalanine
CFJ82030.1.A1|O86329.A1|Q7D791.A1	lysine
CP001614.2.A1|TERTU_4067.A1	ornithine
CP001614.2.A2|TERTU_4067.A2	serine
CRG85572.1.A1	serine
CRG85572.1.A2	proline|3R-chloroproline|3S,4R-dichloroproline
CRG85572.1.A3	2-aminobutyric acid
CRG85572.1.A4	serine
CRG85572.1.A5	R-beta-phenylalanine
CUX79060.1.A1	2,4-diaminobutyric acid
CUX79060.1.A2	2,4-diaminobutyric acid
CUX79060.1.A3	2,4-diaminobutyric acid
CUX79061.1.A1	phenylalanine
CUX79061.1.A2	leucine
CUX79061.1.A3	2,4-diaminobutyric acid
CUX79061.1.A4	2,4-diaminobutyric acid
CUX79062.1.A1	leucine
CUX96954.1.A1	serine
CUX96954.1.A2	leucine
CZT62784.1.A1	threonine
CZT62784.1.A2	glutamine
CZT62784.1.A3	glycine
CZT62785.1.A1	threonine
CZT62785.1.A2	tyrosine
CZT62792.1.A1	threonine
CZT62792.1.A2	threonine
CZT62794.1.A1	threonine
CZT62794.1.A2	glutamine
ClsI.A1	valine
D581_RS01000000137735.A1	N-formylglycine
DAB41476.1.A1	serine
DAB41477.1.A1	4-hydroxyphenylglycine
DAB41477.1.A2	phenylalanine
DAB41477.1.A3	threonine
DAB41478.1.A1	isoleucine|valine
DAB41479.1.A1	glycine
DAB41484.1.A1	threonine
DAB41661.1.A1	tryptophan
DAB41661.1.A2	serine
DAB41917.1.A1	cysteine
DAC74137.1.A1	5-chloroanthranilic acid
DAC76731.1.A1	glycine
DAC76734.1.A1	glycine
DAC76736.1.A1	serine
DAC82014.1.A1|ctg1_6.A1	glycine
DAC82026.1.A1	glycine
DAC82028.1.A2	cysteine
DAD54486.1.A1	threonine
DAD54574.1.A1	4-hydroxy-D-kynurenine
DAD54576.1.A1	tryptophan
DMA15_34345.A1	3,5-dihydroxyphenylglycine
DMH02_027320.A1	4-hydroxyphenylglycine
E0F75_025360.A1	cysteine
EAA62478.1.A1	betaine
EAA67034.1.A1	tyrosine
EAL86624.1.A1	N5-cis-anhydromevalonyl-N5-hydroxyornithine
EAL88817.1.A1	phenylalanine
EAL88817.1.A2	serine
EAL89046.1.A1	alanine
EAL89049.1.A1	2-chlorobenzoic acid|4-chlorobenzoic acid|benzoic acid|anthranilic acid
EAL89049.1.A2	tryptophan
EAL89049.1.A3	alanine
EAL89229.1.A1	nicotinic acid
EAL92291.2.A1	tryptophan
EAL92291.2.A2	alanine
EAQ93004.1.A1|XP_001220460.1.A1	tryptophan
EAT91803.2.A1	leucine
EAU29302.1.A1	anthranilic acid
EAU29302.1.A2	tryptophan
EAU31031.1.A1	phenylpyruvic acid
EAU35432.1.A1	5-methylorsellinic acid
EAU36089.1.A1	4-hydroxyphenylpyruvic acid
EAU36744.1.A1|XP_001212648.1.A1	phenylalanine
EAU36837.1.A1	4-hydroxyphenylpyruvic acid
EAU36966.1.A1	4-hydroxyphenylpyruvic acid
EAU38971.1.A1	leucine
EAU39346.1.A1	tryptophan
EAW09117.1.A1	phenylalanine
EDU47082.1.A1	aspartic acid
EDY47118.1.A1	2-aminoadipic acid
EDY47118.1.A2	cysteine
EDY47118.1.A3	valine
EED49862.1.A1	phenylalanine
EFE73308.1.A1	2,3-diaminopropionic acid
EFE73312.1.A1	cysteic acid
EFE73312.1.A2	threonine
EFE73312.1.A3	serine
EFE73312.1.A4	threonine
EFE73312.1.A5	valine
EFE73313.1.A1	serine
EFE73313.1.A2	lysine
EFE73313.1.A3	glycine
EFL02193.1.A1	ornithine
EFL06864.1.A1	serine
EFL06865.1.A1	serine
EFL06865.1.A2	serine
EFL06866.1.A1	N5-hydroxyornithine
EFL06867.1.A1	serine
EFL06867.1.A2	N5-formyl-N5-hydroxyornithine
EFL06871.1.A1	salicylic acid
EFY95969.1.A1|EXU97982.1.A1	pipecolic acid
EFY99276.1.A1	N5-cis-anhydromevalonyl-N5-hydroxyornithine
EGO23141.1.A1	4-hydroxyphenylpyruvic acid
EGX43679.1.A1	glycine
EGX43679.1.A2	N5-acetyl-N5-hydroxyornithine
EGX96626.1.A1	3S-hydroxy-4R-methyloctanoic acid
EGX96627.1.A1	phenylalanine
EGX96627.1.A2	alanine
EGX96627.1.A3	leucine
EHA27898.1.A1|PYH50506.1.A1	phenylalanine|D-phenylalanine
EHA53213.1.A1	isoleucine
EHA55860.1.A1|sp_G4MVZ2.1_ACE1_PYRO7.A1	tyrosine
EHK22005.1.A1	phenylalanine
EHK22005.1.A2	serine
EJK79842.1.A1	isoleucine|valine
EJP62835.1.A1	phenylalanine|tryptophan|valine
EJP62835.1.A2	phenylalanine
EJP62835.1.A3	isoleucine
EKG15173.1.A1	phenylalanine|tyrosine
EKG15176.1.A1	alanine
EKJ70673.1.A1	threonine
EKJ70673.1.A2	alanine
EKJ70673.1.A3	alanine
EKJ70673.1.A4	glutamine
EKJ70673.1.A5	tyrosine
EKJ70673.1.A6	isoleucine|valine
EMD85433.1.A1	glycine
EMD85433.1.A2	serine
EMD85433.1.A3	glycine
EMD85433.1.A4	N5-acetyl-N5-hydroxyornithine
EMD93665.1.A1	N5-trans-anhydromevalonyl-N5-hydroxyornithine
EME52974.1.A1	tyrosine
EME52988.1.A1	3,5-dihydroxyphenylglycine
EME52989.1.A1	4-hydroxyphenylglycine
EME52989.1.A2	4-hydroxyphenylglycine
EME52989.1.A3	R-beta-hydroxytyrosine
EME52990.1.A1	leucine
EME52990.1.A2	R-beta-hydroxytyrosine
EME52990.1.A3	asparagine
EOY45602.1.A1	arginine
EPE34341.1.A1	ornithine
EPE34341.1.A2	threonine
EPE34341.1.A3	4R-hydroxyproline
EPE34341.1.A4	3R-hydroxyhomotyrosine
EPE34341.1.A5	3-hydroxyglutamine
EPE34341.1.A6	3S-hydroxy-4S-methylproline|3S-hydroxyproline
EPS29069.1.A1	(S,E)-2-amino-4-decenoic acid
EPS34234.1.A1	tyrosine
ERG36782.1.A1|WP_010369425.1.A1	threonine
ESU15173.1.A1	serine
ESU15173.1.A2	3-aminoisobutyric acid
ESU15173.1.A3	glutamine
ESU17758.1.A1	4-aminobutyric acid
ESU17760.1.A2	alanine
ESU17760.1.A3	isoleucine
ESU17760.1.A4	serine
ESU17760.1.A5	valine
ESU17760.1.A6	serine
ESU17760.1.A7	leucine
ESU17760.1.A8	leucine
ETR98599.1.A1	2-aminoisobutyric acid
ETR98599.1.A10	glycine
ETR98599.1.A11	2-aminoisobutyric acid
ETR98599.1.A12	2-aminoisobutyric acid
ETR98599.1.A13	proline
ETR98599.1.A15	2-aminoisobutyric acid
ETR98599.1.A16	2-aminoisobutyric acid
ETR98599.1.A17	glutamine
ETR98599.1.A18	phenylalaninol
ETR98599.1.A2	2-aminoisobutyric acid
ETR98599.1.A3	alanine
ETR98599.1.A4	2-aminoisobutyric acid
ETR98599.1.A5	2-aminoisobutyric acid
ETR98599.1.A7	2-aminoisobutyric acid
ETR98599.1.A9	2-aminoisobutyric acid
ETS82484.1.A1	coumaric acid|4-hydroxybenzoic acid
EWG54274.1.A1	trans-2-hexenoic acid
EWM63002.1.A1	serine
EWM63005.1.A1	glycine
EWM63007.1.A1	3S-hydroxyasparagine
EWS95122.1.A1	serine
EWS95122.1.A2	alanine
EWS95124.1.A1	glycine
EWS95124.1.A2	4-hydroxyphenylglycine
EWS95124.1.A3	alanine
EWS95124.1.A4	tyrosine
EXU96269.1.A1	4S-hydroxylysine|lysine
EXU96269.1.A2	beta-alanine
EXU96269.1.A3	serine
EXU96269.1.A4	serine
EXU96269.1.A5	1-aminocyclopropane-1-carboxylic acid
EXU96269.1.A6	4R-hydroxyproline
EXU96269.1.A7	serine
EYB32861.1.A1	N5-trans-anhydromevalonyl-N5-hydroxyornithine
EYE98744.1.A1	tryptophan
EYE98744.1.A2	alanine
FAA01291.1.A1	glycine
FGSG_15673.A1	2-aminoadipic acid|glutamic acid
FGSG_15673.A2	leucine
FGSG_15673.A3	serine
FGSG_15673.A4	4-hydroxyglutamine|glutamine
FGSG_15673.A5	2S-aminodecanoic acid
FGSG_15673.A6	cysteine
FGSG_15673.A7	cysteine
Ga0173608_111474.A1	phenylalanine
Ga0173608_111474.A2	threonine
Ga0173608_111474.A3	leucine
Ga0173608_111474.A4	phenylalanine
Ga0173608_111474.A5	leucine
Ga0173608_111474.A6	threonine
Ga0173608_111474.A7	serine
Ga0173608_111498.A1	tyrosine
Ga0173608_111498.A2	serine
Ga0173608_111498.A3	phenylalanine
Ga0173608_111498.A4	leucine
Ga0173608_111498.A5	proline
Ga0173608_111498.A6	threonine
Ga0173608_111498.A7	glycine
Ga0173608_111792.A1	phenylalanine
Ga0173608_111792.A2	proline
Ga0173608_111792.A3	alanine
Ga0173608_111792.A4	valine
Ga0173608_111792.A5	asparagine
Ga0173608_111792.A6	tyrosine
Ga0173608_111989.A1	glycine
Ga0173608_111989.A2	threonine
Ga0173608_111989.A3	tyrosine
Ga0173608_111989.A4	tryptophan
Ga0173608_111989.A5	threonine
Ga0173608_111989.A6	isoleucine
Ga0173608_111989.A7	valine
Ga0173608_111990.A1	alanine
Ga0173608_111990.A2	alanine
Ga0173608_111990.A3	leucine
Ga0173608_111990.A4	proline
Ga0173608_111990.A5	leucine
Ga0173608_111990.A6	tryptophan
Ga0173608_112008.A1	aspartic acid
Ga0173608_112008.A10	proline
Ga0173608_112008.A2	phenylalanine
Ga0173608_112008.A3	serine
Ga0173608_112008.A4	valine
Ga0173608_112008.A5	proline
Ga0173608_112008.A6	serine
Ga0173608_112008.A7	leucine
Ga0173608_112008.A8	phenylalanine
Ga0173608_112008.A9	lysine
Ga0173608_112053.A1	tryptophan
Ga0173608_112053.A2	proline
Ga0173608_112053.A3	arginine
Ga0173608_112187.A1	phenylalanine
Ga0173608_112187.A2	threonine
Ga0173608_112187.A3	tyrosine
Ga0173608_112187.A4	arginine
Ga0173608_112187.A5	tyrosine
Ga0173608_112187.A6	isoleucine
Ga0173608_11674.A1	threonine
Ga0173608_11674.A2	valine
Ga0173608_11675.A1	isoleucine
Ga0173608_11675.A2	threonine
Ga0173608_11675.A3	isoleucine
Ga0173608_11675.A4	valine
Ga0173608_11675.A5	phenylalanine
Ga0173608_11676.A1	valine
Ga0173608_11676.A2	threonine
Ga0173608_11676.A3	valine
Ga0173608_11676.A4	valine
Ga0173608_11676.A5	proline
Ga0173608_11676.A6	ornithine
KAF3404987.1.A1	valine isocyanide
KAF7597139.1.A1	cinnamic acid
KAF7597140.1.A1	phenylalanine
KAL2700169.1.A1	glycine
KFA69336.1.A1	grifolic acid
KFH48607.1.A1|P25464.A1	2-aminoadipic acid
KFH48607.1.A2|P25464.A2	cysteine
KFH48607.1.A3|P25464.A3	valine
KFL51883.1.A1	serine
KFL51885.1.A1	R-beta-hydroxytyrosine
KFL51886.1.A1	2,4-diaminobutyric acid
KFL51886.1.A2	glycine
KFL51887.1.A1	asparagine
KFL51887.1.A2	serine
KIA75356.1.A1	4-hydroxyphenylpyruvic acid
KIA75458.1.A1	anthranilic acid
KIA75458.1.A2	phenylalanine
KIA75458.1.A3	isoleucine
KIA75587.1.A1	ustethylinic acid
KIA75688.1.A1	anthranilic acid
KIA75688.1.A2	alanine
KIA75688.1.A3	phenylalanine
KKP04599.1.A1	tyrosine
KPN90369.1.A1	threonine
KPN90369.1.A2	threonine
KPN90369.1.A3	aspartic acid
KPN90374.1.A1	threonine
KPN90376.1.A1	valine
KPN90376.1.A2	alanine
KPN90376.1.A3	valine
KPN90376.1.A4	threonine
KPN90376.1.A5	threonine
KPN90376.1.A6	alanine
KPN90376.1.A7	2,4-diaminobutyric acid
KPN90376.1.A8	serine
KPN90376.1.A9	isoleucine
KPN93063.1.A1	threonine
KPN93063.1.A2	proline
KPN93063.1.A3	alanine
KPN93063.1.A4	alanine
KPN93063.1.A5	alanine
KPN93063.1.A6	valine
KPN93063.1.A7	alanine
KPN93063.1.A8	threonine
KPN93063.1.A9	serine
KPN93064.1.A1	valine
KPN93064.1.A2	isoleucine
KPN93064.1.A3	serine
KPN93064.1.A4	alanine
KPN93065.1.A1	serine
KPN93065.1.A2	2,4-diaminobutyric acid
KPN93065.1.A3	glycine
KPN93065.1.A4	homoserine
MAA_10043.A1|ANH22643.1.A1	beta-alanine
MAA_10043.A2|ANH22643.1.A2	2,4-dihydroxypentanoic acid|2-hydroxypent-4-enoic acid|2-hydroxy-4-methylpentanoic acid
MAA_10043.A3|ANH22643.1.A3	proline
MAA_10043.A4|ANH22643.1.A4	isoleucine
MAA_10043.A5|ANH22643.1.A5	valine
MAA_10043.A6|ANH22643.1.A6	alanine
MBA5221218.1.A1	proline
MBA5221219.1.A1	pyrrole-2-carboxylic acid
MBV7329455.1.A1	asparagine
MCC5025983.1.A1|MCC5026027.1.A1	glycine
MCC5036783.1.A1	tryptophan
MCC5036784.1.A1	4-hydroxyphenylglycine
MCC5036785.1.A1	4-hydroxyphenylglycine
MCC5036785.1.A2	4-hydroxyphenylglycine
MCC5036785.1.A3	tyrosine
MCC5036786.1.A1	4-hydroxyphenylglycine
NAO96317.1.A1	aspartic acid
NAO96318.1.A1	serine
NAO96318.1.A2	glycine
NAO96319.1.A1	serine
NAO96319.1.A2	serine
NAO96320.1.A1	aspartic acid
NAO96320.1.A2	threonine
NAO96320.1.A3	serine
NAO96320.1.A4	N5-hydroxyornithine
NHN68324.1.A1	valine
NHN68324.1.A2	alanine
NHN68324.1.A3	glutamine
NHN68325.1.A1	alanine
NHN68325.1.A2	valine
NHN68325.1.A3	alanine
NHN68325.1.A4	proline
NHN68325.1.A5	threonine
NP_593102.1.A1	glycine
NP_593102.1.A3	N5-acetyl-N5-hydroxyornithine
NSC20090.1.A1	threonine
NSC20093.1.A1	serine
NSC20094.1.A1	valine
NSC23530.1.A1	lysine
O30409.1.A1	asparagine
O30409.1.A2	glutamine
O30409.1.A3	tyrosine
O30409.1.A4	valine
O30409.1.A5	ornithine
O30409.1.A6	leucine
O66069.A2	leucine
O66069.A3	leucine
O66070.A1	valine
O66070.A2	aspartic acid
O66070.A3	leucine
O69247.A1	isoleucine
OAL11435.1.A1	arginine
OAL11436.1.A1	phenylalanine
OAL11475.1.A1	valine
OAQ83766.1.A1	(E)-4-methylhex-2-enoic acid
OAQ83772.1.A1	4-methylproline
OAQ83772.1.A10	alanine
OAQ83772.1.A2	2-amino-6-hydroxy-4-methyl-8-oxodecanoic acid
OAQ83772.1.A3	3-hydroxyleucine
OAQ83772.1.A4	2-aminoisobutyric acid
OAQ83772.1.A5	leucine
OAQ83772.1.A6	leucine
OAQ83772.1.A7	2-aminoisobutyric acid
OAQ83772.1.A8	2-aminoisobutyric acid
OAQ83772.1.A9	beta-alanine
OBR09778.1.A1	colletorin D acid
OJJ96433.1.A1	tryptophan
OJJ96433.1.A2	D-phenyllactic acid
OJJ98497.1.A1	serine
OJJ99913.1.A1	proline
OKA09423.1.A1	leucine
OKA09423.1.A2	R-beta-hydroxytyrosine
OKA09423.1.A3	asparagine
OKA09424.1.A1	4-hydroxyphenylglycine
OKA09424.1.A2	4-hydroxyphenylglycine
OKA09424.1.A3	R-beta-hydroxytyrosine
OKA09425.1.A1	3,5-dihydroxyphenylglycine
OKA09664.1.A1	tyrosine
OKJ61999.1.A1	serine
OKJ61999.1.A2	5S-methylproline
OLZ50885.1.A2	4-hydroxyphenylglycine
OLZ50885.1.A3	R-beta-hydroxytyrosine
OLZ50899.1.A1	tyrosine
OLZ52442.1.A1	tyrosine
OLZ52456.1.A1	3,5-dihydroxyphenylglycine
OLZ52457.1.A1	4-hydroxyphenylglycine
OLZ52457.1.A2	4-hydroxyphenylglycine
OLZ52457.1.A3	R-beta-hydroxytyrosine
ORC16617.1.A1	pyruvic acid
ORC16617.1.A2	valine
ORC16618.1.A1	2-ketoisovaleric acid
ORC16618.1.A2	valine
OTA01063.1.A1	2-aminoisobutyric acid
OTA01063.1.A10	2-aminoisobutyric acid
OTA01063.1.A11	glycine
OTA01063.1.A12	2-aminoisobutyric acid
OTA01063.1.A13	2-aminoisobutyric acid
OTA01063.1.A14	proline
OTA01063.1.A16	2-aminoisobutyric acid
OTA01063.1.A18	glutamine
OTA01063.1.A19	glutamine
OTA01063.1.A2	alanine
OTA01063.1.A20	phenylalaninol
OTA01063.1.A3	2-aminoisobutyric acid
OTA01063.1.A4	alanine
OTA01063.1.A5	2-aminoisobutyric acid
OTA01063.1.A6	2-aminoisobutyric acid
OTA01063.1.A7	glutamine
OTA01063.1.A8	2-aminoisobutyric acid
OTA20325.1.A1	leucine
OTA20325.1.A2	leucine
OTA20325.1.A3	leucine
P09095.2.A1	phenylalanine
P0C063.2.A2	valine
P0C063.2.A3	ornithine
P10378.3.A1	2,3-dihydroxybenzoic acid
P14687.A1	phenylalanine
P27206.4.A2	leucine
P27206.4.A3	leucine
P39845.2.A1	glutamic acid
P40806.3.A1	2S-hydroxyisocaproic acid
P40806.3.A2	glycine
P40976.3.A1	2-aminoadipic acid
P71716.2.A1	salicylic acid
P94459.2.A2	glutamine
P95819.A1	pipecolic acid
PHM26612.1.A1	aspartic acid branched
PHM26612.1.A2	phenylalanine|histidine
PHM26612.1.A3	asparagine
PHM26612.1.A4	asparagine
PHM26613.1.A1	threonine
PHM26613.1.A2	proline
PHM49485.1.A1	serine
PHM49485.1.A2	glutamine
PHM49485.1.A3	phenylalanine
PHM49485.1.A4	leucine
PHM49485.1.A5	phenylalanine
PHM49485.1.A6	lysine
PKY04129.1.A1	D-alanine
PKY04129.1.A2	valine|alanine
PKY04129.1.A3	leucine
PKY04129.1.A4	beta-methylphenylalanine
PKY04129.1.A5	alanine
PKY04129.1.A6	tryptophan
PKY04129.1.A7	4-aminobutyric acid
PKY07881.1.A1	benzoic acid
PLB46276.1.A1	indole pyruvic acid
PTB76898.1.A1	2-aminoisobutyric acid
PTB76898.1.A10	2-aminoisobutyric acid
PTB76898.1.A11	glycine
PTB76898.1.A13	2-aminoisobutyric acid
PTB76898.1.A14	proline
PTB76898.1.A16	2-aminoisobutyric acid
PTB76898.1.A17	2-aminoisobutyric acid
PTB76898.1.A18	glycine
PTB76898.1.A19	glycine
PTB76898.1.A2	alanine
PTB76898.1.A20	leucinol
PTB76898.1.A3	2-aminoisobutyric acid
PTB76898.1.A4	alanine
PTB76898.1.A5	2-aminoisobutyric acid
PTB76898.1.A6	alanine
PTB76898.1.A7	glutamine
PTB76898.1.A8	2-aminoisobutyric acid
Q04747.3.A1|Q45675.A1	valine
Q04747.3.A2|Q45675.A2|WP_069322367.1.A2	aspartic acid
Q04747.3.A3|Q45675.A3|WP_069322367.1.A3	leucine
Q2HQW8.A1	cysteine
Q4U445.A1	serine
Q6E7J8.A1	beta-alanine
Q7BN95.A1	cysteine
Q7TYQ8.A1	N6-hydroxylysine
Q81DQ0.A1	glycine
Q81QP7.A1	glycine
Q81QP7.A2	threonine
Q81QP9.A1	2,3-dihydroxybenzoic acid
Q83M10.A1	2,3-dihydroxybenzoic acid
Q840D1.A1	2,3-dihydroxybenzoic acid
Q84CG4.A1	capreomycidine
Q88VM6.1.A1	alanine
